Respondent ID,Start Date,End Date,"Overall, how satisfied are you with your most recent trip ?",How likely are you to ride again?,How likely is it that you would recommend  this service to a friend or colleague? (NPS),Did your bus depart {{ custom.O }} origin on time?,Did your bus reach your final destination on time?,Where did you purchase your ticket?,"Overall, how would you rate your {{ custom.O }} origin stop/terminal experience?",Employee Communication/Customer Service,Terminal Safety,Seating/Boarding Area Cleanliness,Terminal Restrooms,Boarding Process,"Overall, how would you rate your experience on the bus",Driver Safety,Driver Attitude,Personal Safety,Bus Seating Area Cleanliness,Bus Restroom Cleanliness,Were you aware your bus had On Board Entertainment and WiFi,Did you utilize the On Board Entertainment or Wi-Fi features while riding the bus?,What was your reason for traveling?,What is your most commonly used mode of transportation for trips greater than 2 hours,How would you rate the value of your trip for the money spent?,Origin,Destination
12090494416,10/19/2020 17:42,10/19/2020 17:46,0,1,4,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,4,4,Very Satisfied,Very Satisfied,4,3,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Very Poor Value for the Money,NORFOLK | VA,
12090492058,10/19/2020 17:41,10/19/2020 17:45,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Yes,Yes,Family/Personal Emergency,Plane,Excellent Value for the Money,SAN ANTONIO | TX,AUSTIN | TX
12090473271,10/19/2020 17:33,10/19/2020 17:39,9,8,8,Yes,Yes,Website,Excellent,4,Very Satisfied,Very Satisfied,N/A,4,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,Yes,No,Vacation (Non family visit),Personal Automobile,Excellent Value for the Money,JACKSONVILLE | FL,ATLANTA | GA
12090430331,10/19/2020 17:17,10/19/2020 17:19,1,1,0,No,No,Mobile App,Very Poor,N/A,N/A,N/A,N/A,N/A,Very Poor,,,,,,,,,,,ATLANTA | GA,OCALA | FL
12090428068,10/19/2020 17:16,10/19/2020 17:22,1,3,1,No,No,Other Travel Website (BusBud/Wanderu/etc),Very Poor,3,2,2,2,2,Very Poor,4,3,3,2,2,Yes,Yes,Business (Not commuting),Train,Poor Value for the Money,DOVER | DE,
12090419896,10/19/2020 17:13,10/19/2020 17:18,10,9,10,Yes,Yes,Website,4,4,3,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,Business (Not commuting),Personal Automobile,Excellent Value for the Money,GALLUP | NM,
12090407489,10/19/2020 17:08,10/19/2020 17:15,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Bus,Excellent Value for the Money,CLEVELAND | OH,
12090375852,10/19/2020 16:56,10/19/2020 16:58,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,,,,,,,,,,,NEW YORK | NY,FAYETTEVILLE | NC
12090360553,10/19/2020 16:50,10/19/2020 16:56,0,0,0,Yes,Yes,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Very Poor Value for the Money,HARRISBURG | PA,
12090360398,10/19/2020 16:49,10/19/2020 16:50,10,10,10,,,,,,,,,,,,,,,,,,,,,CLEVELAND | OH,
12090341099,10/19/2020 11:34,10/19/2020 16:42,10,10,10,,,,,,,,,,,,,,,,,,,,,JACKSONVILLE | FL,
12090338078,10/19/2020 16:41,10/19/2020 16:45,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,3,Very Dissatisfied,2,Very Dissatisfied,Very Poor,4,Very Dissatisfied,3,Very DIssatisfied,Very Dissatisfied,No,No,,Plane,Very Poor Value for the Money,SACRAMENTO | CA,SALEM | OR
12090325522,10/19/2020 16:35,10/19/2020 16:41,10,10,10,No,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Family/Personal Emergency,Personal Automobile,Excellent Value for the Money,CHICAGO | IL,AKRON | OH
12090290883,10/19/2020 16:22,10/19/2020 16:28,0,0,0,Yes,No,Website,Very Poor,Very Dissatisfied,N/A,N/A,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Plane,Very Poor Value for the Money,SAN JOSE | CA,LOS ANGELES | CA
12090290006,10/19/2020 16:21,10/19/2020 16:31,0,1,0,No,No,Mobile App,Very Poor,Very Dissatisfied,N/A,N/A,N/A,N/A,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Family/Personal Emergency,Bus,Very Poor Value for the Money,,
12090243392,10/19/2020 16:03,10/19/2020 16:07,1,1,1,No,No,Website,Very Poor,Very Dissatisfied,3,4,N/A,Very Dissatisfied,Very Poor,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,2,Yes,Yes,Family/Personal Emergency,Bus,Very Poor Value for the Money,CASPER | WY,
12090241486,10/19/2020 16:02,10/19/2020 16:09,3,1,5,Yes,Yes,Website,2,4,Very Satisfied,Very Dissatisfied,N/A,N/A,Very Poor,Very Satisfied,Very Satisfied,Very Dissatisfied,2,3,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Average Value for the Money,NEW YORK | NY,
12090239537,10/19/2020 16:02,10/19/2020 16:03,0,10,4,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,4,,,,,,,,,,,BRIDGEPORT | CT,SCHENECTADY | NY
12090219111,10/19/2020 15:55,10/19/2020 16:03,8,6,8,No,No,Website,3,4,3,Very Satisfied,3,4,Very Poor,Very Satisfied,Very Satisfied,Very Dissatisfied,4,Very Dissatisfied,No,No,Family/Personal Emergency,Personal Automobile,Poor Value for the Money,NEW YORK | NY,BINGHAMTON | NY
12090208579,10/19/2020 15:51,10/19/2020 15:55,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,3,Yes,Yes,Family/Personal Emergency,Personal Automobile,Excellent Value for the Money,SALT LAKE CITY | UT,
12090208250,10/19/2020 15:51,10/19/2020 15:56,4,10,5,Yes,Yes,Website,3,N/A,N/A,N/A,N/A,N/A,3,3,3,3,3,3,Yes,Yes,Family/Personal Emergency,Bus,Average Value for the Money,,
12090205553,10/19/2020 15:50,10/19/2020 15:52,10,10,10,Yes,Yes,Mobile App,Very Poor,Very Satisfied,Very Satisfied,Very Satisfied,3,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Vacation (Non family visit),Plane,Excellent Value for the Money,NEW YORK | NY,ATLANTIC CITY | NJ
12090203803,10/19/2020 15:49,10/19/2020 15:51,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,3,,,,,,SALT LAKE CITY | UT,
12090203689,10/19/2020 15:49,10/19/2020 15:53,10,10,10,Yes,Yes,Website,Excellent,N/A,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,3,Yes,Yes,Vacation (Non family visit),Plane,Good Value for the Money,NEW YORK | NY,ATLANTIC CITY | NJ
12090192765,10/19/2020 15:45,10/19/2020 15:48,1,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,N/A,Very Dissatisfied,2,Very Dissatisfied,Very Dissatisfied,2,2,2,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Poor Value for the Money,DAYTON | OH,TOLEDO | OH
12090165904,10/19/2020 15:36,10/19/2020 15:38,0,0,0,Yes,Yes,Mobile App,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,2,2,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Vacation (Non family visit),Plane,Poor Value for the Money,PHOENIX | AZ,LOS ANGELES | CA
12090165455,10/19/2020 15:35,10/19/2020 15:41,6,2,6,Yes,Yes,Website,3,3,3,3,3,4,3,4,4,3,3,2,Yes,Yes,Business (Not commuting),Personal Automobile,Average Value for the Money,JACKSON | MS,CHICAGO | IL
12090163592,10/19/2020 15:34,10/19/2020 15:39,9,7,8,Yes,Yes,Website,4,4,4,Very Satisfied,N/A,4,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,No,No,Visiting Friends or Family (Just for Fun),Plane,Good Value for the Money,ATLANTA | GA,
12090142461,10/19/2020 15:27,10/19/2020 15:41,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,3,2,Very Dissatisfied,2,Very Dissatisfied,No,No,Family/Personal Emergency,Plane,Very Poor Value for the Money,,
12090107073,10/19/2020 15:15,10/19/2020 15:18,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Excellent Value for the Money,DURHAM | NC,GREENSBORO | NC
12090099890,10/19/2020 15:12,10/19/2020 15:19,0,0,0,Yes,No,Website,2,3,2,Very Dissatisfied,Very Dissatisfied,4,Very Poor,Very Satisfied,Very Satisfied,Very Satisfied,2,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Very Poor Value for the Money,,
12090099551,10/19/2020 15:11,10/19/2020 15:13,1,0,1,No,No,Website,2,,,,,,,,,,,,,,,,,LONGVIEW | TX,DALLAS | TX
12090073068,10/19/2020 15:03,10/19/2020 15:11,5,1,1,Yes,No,Website,4,3,3,3,3,Very Dissatisfied,2,3,3,,3,3,No,No,Visiting Friends or Family (Just for Fun),Plane,Poor Value for the Money,DAYTON | OH,NEWARK | NJ
12090066923,10/19/2020 15:01,10/19/2020 15:04,9,9,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,4,4,4,Very Satisfied,Very Satisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Good Value for the Money,SAN ANTONIO | TX,LAREDO | TX
12090061978,10/19/2020 14:59,10/19/2020 15:05,8,7,7,No,Yes,Website,3,4,4,4,,4,3,Very Satisfied,Very Satisfied,4,3,2,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Average Value for the Money,FRISCO | CO,GRAND JUNCTION | CO
12090060228,10/19/2020 14:59,10/19/2020 15:03,3,4,1,Yes,Yes,Website,2,2,2,2,Very Dissatisfied,4,2,3,3,3,Very DIssatisfied,Very Dissatisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Average Value for the Money,FLAGSTAFF | AZ,PHOENIX | AZ
12090037168,10/19/2020 14:51,10/19/2020 15:30,9,9,8,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,4,2,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,4,4,Yes,Yes,Family/Personal Emergency,Personal Automobile,Good Value for the Money,NEW YORK | NY,BOSTON | MA
12090032702,10/19/2020 14:50,10/19/2020 14:54,7,9,9,Yes,Yes,Mobile App,3,2,3,4,4,4,3,4,4,4,3,4,Yes,Yes,Family/Personal Emergency,Plane,Good Value for the Money,RALEIGH | NC,SYRACUSE | NY
12090026721,10/19/2020 14:48,10/19/2020 14:50,0,5,4,No,Yes,Website,2,N/A,2,2,2,2,2,,,,,,,,,,,LOS ANGELES | CA,OAKLAND | CA
12090010521,10/19/2020 14:42,10/19/2020 14:45,9,10,10,Yes,Yes,Website,4,4,Very Satisfied,Very Satisfied,4,4,4,4,4,4,4,4,Yes,No,Family/Personal Emergency,Bus,Good Value for the Money,DETROIT | MI,CLEVELAND | OH
12090007674,10/19/2020 14:41,10/19/2020 14:47,10,7,7,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Excellent Value for the Money,NEW ORLEANS | LA,OPELOUSAS | LA
12089988464,10/19/2020 14:35,10/19/2020 14:40,10,10,10,Yes,No,Mobile App,Excellent,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Good Value for the Money,DETROIT | MI,PITTSBURGH | PA
12089966723,10/19/2020 14:27,10/19/2020 14:30,4,2,2,Yes,Yes,Website,3,3,3,3,3,4,3,Very Dissatisfied,3,3,3,3,No,No,Visiting Friends or Family (Just for Fun),Train,Average Value for the Money,OROVILLE | CA,HAYWARD | CA
12089960379,10/19/2020 14:25,10/19/2020 14:31,0,3,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,N/A,Very Dissatisfied,2,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,3,3,Yes,No,Family/Personal Emergency,Bus,Very Poor Value for the Money,NEWARK | NJ,
12089956714,10/19/2020 14:24,10/19/2020 14:26,1,1,0,Yes,Yes,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Commuting to Work,Personal Automobile,Poor Value for the Money,NEW YORK | NY,BOSTON | MA
12089946589,10/19/2020 14:20,10/19/2020 14:24,8,8,7,No,No,Website,4,4,3,2,N/A,4,4,4,4,2,3,3,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,SAN MARCOS | TX,
12089919914,10/19/2020 11:34,10/19/2020 14:12,10,10,10,,,,,,,,,,,,,,,,,,,,,JACKSONVILLE | FL,
12089873530,10/19/2020 13:56,10/19/2020 14:00,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Plane,Excellent Value for the Money,COLUMBUS | OH,
12089870515,10/19/2020 13:55,10/19/2020 14:04,10,10,10,Yes,Yes,Website,4,3,Very Satisfied,Very Satisfied,4,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,HOUSTON | TX,HARLINGEN | TX
12089865394,10/19/2020 13:54,10/19/2020 13:56,10,10,9,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,,NEW YORK | NY,
12089863905,10/19/2020 13:53,10/19/2020 13:56,7,10,7,Yes,Yes,Website,4,Very Satisfied,4,3,3,Very Satisfied,4,4,Very Satisfied,3,4,3,No,No,Family/Personal Emergency,Bus,Good Value for the Money,DULUTH | MN,
12089844451,10/19/2020 13:47,10/19/2020 13:51,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Visiting Friends or Family (Just for Fun),Plane,Very Poor Value for the Money,PHILADELPHIA | PA,NEW YORK | NY
12089843869,10/19/2020 13:46,10/19/2020 13:51,4,0,0,Yes,Yes,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,3,Very Dissatisfied,3,3,4,Very Dissatisfied,3,3,3,Yes,No,Business (Not commuting),Personal Automobile,Good Value for the Money,SAINT PETERSBURG | FL,
12089834499,10/19/2020 13:43,10/19/2020 13:47,10,10,10,Yes,No,Website,Excellent,Very Satisfied,Very Satisfied,3,4,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,3,Very Satisfied,Yes,No,Vacation (Non family visit),Train,Good Value for the Money,BULLHEAD CITY | AZ,LOS ANGELES | CA
12089830179,10/19/2020 13:42,10/19/2020 13:43,8,8,7,Yes,,,,,,,,,,,,,,,,,,,,SAN ANTONIO | TX,
12089813960,10/19/2020 13:36,10/19/2020 13:44,5,10,5,Yes,Yes,Terminal/Stop/Physical Location,3,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,3,Very Satisfied,4,Very Satisfied,4,4,Yes,Yes,Family/Personal Emergency,Bus,Good Value for the Money,SAN ANTONIO | TX,
12089813883,10/19/2020 12:23,10/19/2020 13:41,0,0,0,No,No,Mobile App,Very Poor,Very Satisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Family/Personal Emergency,Personal Automobile,Very Poor Value for the Money,LAFAYETTE | LA,CHICAGO | IL
12089812033,10/19/2020 13:36,10/19/2020 13:43,0,0,0,Yes,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Family/Personal Emergency,Personal Automobile,Very Poor Value for the Money,JUPITER | FL,CINCINNATI | OH
12089808898,10/19/2020 13:35,10/19/2020 13:40,9,9,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,No,No,Commuting to Work,Personal Automobile,Excellent Value for the Money,NEW YORK | NY,BALTIMORE | MD
12089799259,10/19/2020 13:32,10/19/2020 15:34,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,SAN YSIDRO | CA,
12089796362,10/19/2020 13:28,10/19/2020 13:36,0,0,0,Yes,Yes,Website,2,4,4,Very Dissatisfied,2,Very Satisfied,Very Poor,3,4,4,Very DIssatisfied,Very Dissatisfied,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Excellent Value for the Money,DETROIT | MI,CLEVELAND | OH
12089781927,10/19/2020 13:26,10/19/2020 13:30,1,1,2,No,No,Website,Very Poor,Very Dissatisfied,N/A,N/A,N/A,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,3,3,3,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Average Value for the Money,,
12089779206,10/19/2020 13:25,10/19/2020 13:28,6,6,6,Yes,No,Website,3,3,3,4,4,4,3,4,Very Satisfied,3,3,3,,,,,,INDIANAPOLIS | IN,CHICAGO | IL
12089766911,10/19/2020 13:22,10/19/2020 13:26,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Family/Personal Emergency,Bus,Excellent Value for the Money,NEW YORK | NY,
12089749366,10/19/2020 13:16,10/19/2020 13:19,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,Yes,School,Bus,Very Poor Value for the Money,,
12089743687,10/19/2020 13:13,10/19/2020 13:17,0,0,0,Yes,Yes,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,N/A,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Plane,Poor Value for the Money,ATLANTA | GA,
12089729282,10/19/2020 13:09,10/19/2020 13:17,0,0,0,Yes,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Commuting to Work,Personal Automobile,Very Poor Value for the Money,,
12089720338,10/19/2020 13:06,10/19/2020 13:13,10,8,7,Yes,Yes,Website,4,Very Satisfied,3,4,N/A,Very Satisfied,4,Very Satisfied,Very Satisfied,4,4,Very Satisfied,Yes,No,Family/Personal Emergency,Plane,Good Value for the Money,,
12089717185,10/19/2020 13:05,10/19/2020 13:14,8,8,8,Yes,Yes,Mobile App,4,3,4,4,N/A,4,4,4,4,4,4,4,No,No,Visiting Friends or Family (Just for Fun),Bus,Average Value for the Money,KEY WEST | FL,MIAMI | FL
12089696477,10/19/2020 12:59,10/19/2020 13:02,10,10,10,Yes,Yes,Website,Excellent,N/A,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Excellent Value for the Money,JACKSONVILLE | FL,TALLAHASSEE | FL
12089686689,10/19/2020 12:56,10/19/2020 12:59,1,2,3,No,No,Mobile App,3,4,3,2,3,3,3,4,4,4,4,4,Yes,No,Vacation (Non family visit),Personal Automobile,Average Value for the Money,TULSA | OK,SPRINGFIELD | MO
12089679353,10/19/2020 12:53,10/19/2020 12:57,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,4,4,Yes,No,Business (Not commuting),Personal Automobile,Good Value for the Money,EL PASO | TX,
12089664596,10/19/2020 12:49,10/19/2020 12:51,6,9,8,Yes,Yes,Mobile App,4,4,4,Very Dissatisfied,N/A,Very Satisfied,3,2,Very Dissatisfied,Very Satisfied,4,3,Yes,No,Vacation (Non family visit),Bus,Good Value for the Money,NEW YORK | NY,ATLANTIC CITY | NJ
12089659668,10/19/2020 12:47,10/19/2020 12:53,1,1,2,Yes,Yes,Website,Very Poor,Very Dissatisfied,4,Very Dissatisfied,N/A,N/A,2,3,3,2,Very DIssatisfied,Very Dissatisfied,No,No,Vacation (Non family visit),Plane,Average Value for the Money,BOSTON | MA,NEW YORK | NY
12089630475,10/19/2020 12:38,10/19/2020 12:41,7,9,7,Yes,Yes,Mobile App,Excellent,Very Satisfied,4,4,N/A,4,3,Very Satisfied,Very Satisfied,4,2,2,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Good Value for the Money,ATLANTIC CITY | NJ,
12089626663,10/19/2020 12:34,10/19/2020 12:43,2,0,0,Yes,No,Website,2,3,Very Dissatisfied,Very Dissatisfied,N/A,2,Very Poor,2,2,Very Dissatisfied,2,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Plane,Poor Value for the Money,BOSTON | MA,HARTFORD | CT
12089619701,10/19/2020 12:34,10/19/2020 12:37,9,8,8,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,4,4,4,4,Very Satisfied,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,ST GEORGE | UT,PROVO | UT
12089613774,10/19/2020 12:32,10/19/2020 12:41,3,0,1,No,Yes,Website,2,N/A,Very Dissatisfied,Very Dissatisfied,N/A,Very Dissatisfied,2,2,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Poor Value for the Money,MOUNT PLEASANT | TX,
12089612353,10/19/2020 12:31,10/19/2020 12:41,0,1,0,Yes,No,Mobile App,4,Very Dissatisfied,2,2,2,2,Very Poor,Very Dissatisfied,2,2,2,2,Yes,Yes,Family/Personal Emergency,Bus,Very Poor Value for the Money,CLEVELAND | OH,BALTIMORE | MD
12089602858,10/19/2020 12:28,10/19/2020 12:29,0,0,0,,,,,,,,,,,,,,,,,,,,,NEW ORLEANS | LA,
12089601636,10/19/2020 12:19,10/19/2020 12:30,1,10,3,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,,,,,,,,,,,,WASHINGTON | DC,
12089597131,10/19/2020 12:27,10/19/2020 12:30,0,0,0,Yes,No,Mobile App,2,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,Yes,Family/Personal Emergency,Personal Automobile,Very Poor Value for the Money,SAINT LOUIS | MO,
12089565278,10/19/2020 12:17,10/19/2020 12:17,0,1,0,No,No,Website,,,,,,,,,,,,,,,,,,KNOXVILLE | TN,NASHVILLE | TN
12089558413,10/19/2020 12:15,10/19/2020 12:25,0,,0,Yes,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Visiting Friends or Family (Just for Fun),Bus,Very Poor Value for the Money,SAN DIEGO | CA,BRATTLEBORO | VT
12089557020,10/19/2020 12:14,10/19/2020 12:16,8,8,1,Yes,Yes,Mobile App,2,4,4,4,Very Satisfied,Very Satisfied,4,4,4,4,4,4,,,,,,BATON ROUGE | LA,
12089554696,10/19/2020 12:13,10/19/2020 12:25,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Excellent Value for the Money,OMAHA | NE,
